id,proba,label
15740,3.0735354812350124e-05,0
4796,0.9767792820930481,1
17203,2.0782079445780255e-05,0
8179,0.9999336004257202,1
30941,0.6787552237510681,1
71840,1.0205604667135049e-05,0
50921,6.356633548421087e-06,0
32489,1.3677128663402982e-05,0
38794,0.009512272663414478,0
75310,0.021376730874180794,0
76803,0.03707814961671829,0
60425,0.006523596588522196,0
13782,0.49245405197143555,0
24890,0.9998581409454346,1
3218,1.6444562788819894e-05,0
2937,0.9991274476051331,1
60792,7.506583187932847e-06,0
63425,0.05287212133407593,0
96013,0.996678352355957,1
68439,0.9839770197868347,1
38902,3.098352181041264e-06,0
74863,0.8651602268218994,1
20396,1.0765660590550397e-05,0
51379,0.00025762198492884636,0
71824,2.4387854864471592e-05,0
72360,0.9998326301574707,1
78093,0.9991135001182556,1
93602,0.9997530579566956,1
42698,9.415630483999848e-05,0
9257,7.0653836701239925e-06,0
74895,0.9988824725151062,1
54701,0.9462178349494934,1
32198,0.9997598528862,1
60589,0.9977211356163025,1
96371,0.000737957248929888,0
59604,0.9949392080307007,1
34571,0.00010910812125075608,0
60837,0.9999215602874756,1
12945,0.005073558073490858,0
73964,4.149260803387733e-06,0
86423,0.001359775080345571,0
43186,0.9989606142044067,1
49873,0.7772005796432495,1
49306,0.09631284326314926,0
40596,0.8384449481964111,1
4851,0.8815155625343323,1
86302,0.904323399066925,1
59120,0.9997631907463074,1
52809,0.9738593101501465,1
50498,0.0009626660030335188,0
6738,0.01885857991874218,0
8679,7.690870006626938e-06,0
8245,0.026292936876416206,0
59482,2.865443821065128e-05,0
70341,1.2115157005609944e-05,0
24560,2.2382204406312667e-05,0
60158,6.065451088943519e-06,0
21658,0.00011342046491336077,0
19870,0.9176511764526367,1
10536,1.0806289537867997e-05,0
4567,0.006143446546047926,0
74308,0.9996881484985352,1
42609,2.8341009965515696e-05,0
67209,0.8894234299659729,1
64019,0.9990757703781128,1
28069,0.0003159187617711723,0
60534,0.9999313354492188,1
38601,3.474210416243295e-06,0
12804,0.9316487312316895,1
27103,8.972167415777221e-05,0
36047,0.013742431066930294,0
36927,0.9908068776130676,1
8612,4.236703898641281e-05,0
78259,4.82497989651165e-06,0
79160,5.482665801537223e-05,0
49580,0.2287781834602356,0
38125,0.999885082244873,1
31482,6.339966148516396e-06,0
52179,0.9997109770774841,1
72398,0.9999725818634033,1
43925,7.749032192805316e-06,0
60278,0.001603156328201294,0
17094,1.8041269868263043e-05,0
52804,0.9996629953384399,1
28164,2.9757615266134962e-05,0
68759,0.9999258518218994,1
18953,0.00035785173531621695,0
86259,5.08648190589156e-06,0
49713,2.649698762979824e-05,0
62038,2.2426946088671684e-05,0
32698,1.0384416782471817e-05,0
32904,2.786955974443117e-06,0
93756,0.003746361704543233,0
69743,2.431195753160864e-06,0
8673,0.9860756993293762,1
3742,0.9999264478683472,1
23765,0.7595393657684326,1
69514,0.9995569586753845,1
38569,3.973665570811136e-06,0
67015,0.9413647055625916,1
89701,0.8226678371429443,1
36752,0.9262501001358032,1
53021,0.539240300655365,1
32149,0.004821119364351034,0
35079,0.9907772541046143,1
41082,0.9408958554267883,1
34568,0.9978067278862,1
34218,0.32921916246414185,0
25896,0.18684963881969452,0
51670,0.9998456239700317,1
54738,0.0032149681355804205,0
57846,0.017891772091388702,0
70394,0.9999357461929321,1
51389,0.9996224641799927,1
79132,0.9998596906661987,1
48016,0.999910831451416,1
68457,0.6842132806777954,1
45367,0.00020904786651954055,0
41627,0.013832014054059982,0
68510,0.27742767333984375,0
30519,0.9999786615371704,1
58317,0.07403194904327393,0
76019,0.9977635145187378,1
29348,0.007688051089644432,0
3485,1.1726112461474258e-05,0
30894,0.9754984974861145,1
21654,0.0007108230493031442,0
29035,0.9961833357810974,1
76598,0.00020973825303371996,0
60182,0.9580302834510803,1
36104,0.9987267851829529,1
51368,0.0004672638897318393,0
96451,0.0037907951045781374,0
30915,1.3447313904180191e-05,0
27096,0.08971555531024933,0
82574,0.018140213564038277,0
78263,0.999595582485199,1
67518,0.0005835723713971674,0
61759,5.704936029360397e-06,0
15392,0.0011556828394532204,0
91570,3.1767979180585826e-06,0
92864,1.4944437680242117e-05,0
46802,0.17889390885829926,0
86320,0.0002581082808319479,0
56243,0.9811437129974365,1
34762,3.130879485979676e-05,0
47026,2.9533566703321412e-05,0
86930,0.00046455985284410417,0
17340,1.5769459423609078e-05,0
92108,1.526631422166247e-05,0
23879,4.560902016237378e-05,0
74365,0.9966591596603394,1
63582,0.9978383183479309,1
58412,6.358140672091395e-05,0
79142,0.5855569243431091,1
28364,0.9991083741188049,1
1762,1.4386975635716226e-05,0
96057,2.2167296265251935e-05,0
4687,7.221425039460883e-05,0
49127,6.762578323105117e-06,0
70653,0.9974459409713745,1
1562,0.9988138675689697,1
95203,0.9468590617179871,1
95213,0.9998077750205994,1
32809,0.9996553659439087,1
81239,0.999977707862854,1
12493,8.591315236117225e-06,0
91487,0.9039118885993958,1
4638,0.011402972042560577,0
15324,8.978056575870141e-05,0
75014,4.885338057647459e-06,0
8269,0.9993467926979065,1
72481,0.2583630084991455,0
91625,0.8056642413139343,1
48629,4.233413619658677e-06,0
98015,1.836381125031039e-05,0
98310,0.9932307004928589,1
8697,0.0005655327113345265,0
69875,1.617906309547834e-05,0
25641,6.524432683363557e-05,0
2567,0.012154302559792995,0
29637,0.9998244643211365,1
46035,0.9883458614349365,1
31672,0.00021283092792145908,0
37824,0.9993450045585632,1
85796,0.8019348978996277,1
6453,7.974665095389355e-06,0
54982,0.9919881820678711,1
24517,0.9976801872253418,1
90451,4.9418881644669455e-06,0
58437,0.9999793767929077,1
63951,0.0019654789939522743,0
54721,0.00014734562137164176,0
38579,0.9804368615150452,1
20148,1.0317999112885445e-05,0
37496,0.9995638728141785,1
97401,6.413635128410533e-05,0
78023,0.01048132311552763,0
51926,3.3915823678398738e-06,0
18654,0.0018428890034556389,0
16735,3.956769432988949e-06,0
81439,0.022531142458319664,0
3985,0.8529245257377625,1
29716,2.1613719582092017e-05,0
52798,7.100155471562175e-06,0
12630,5.5282184803218115e-06,0
67490,0.04957304522395134,0
35627,4.151205575908534e-05,0
29071,0.9999728202819824,1
10746,8.22741276351735e-05,0
47593,0.9989458918571472,1
71983,0.9753711223602295,1
5819,0.04065563529729843,0
78169,0.9976772665977478,1
42895,1.1383706805645488e-05,0
12765,0.00022756177349947393,0
71543,1.0727452718128916e-05,0
28053,0.9999674558639526,1
75492,0.0007020175689831376,0
19284,4.9388399929739535e-06,0
54236,0.999458372592926,1
38097,7.833438758098055e-06,0
75084,0.9998290538787842,1
47280,0.0030804937705397606,0
61748,1.2001312825304922e-05,0
8129,8.471602086501662e-06,0
96753,0.00011032159818569198,0
95421,0.9718508124351501,1
54968,0.007137978915125132,0
3612,0.0002096734824590385,0
9237,5.583645179285668e-05,0
89371,0.0014105961890891194,0
