id,proba,label
15740,0.00025963285588659346,0
4796,0.7834945321083069,1
17203,0.9972347617149353,1
8179,0.8301412463188171,1
30941,0.9984946250915527,1
71840,0.95342618227005,1
50921,0.0063973162323236465,0
32489,0.5393757820129395,1
38794,0.9982020854949951,1
75310,0.9996967315673828,1
76803,0.021382777020335197,0
60425,0.9991206526756287,1
13782,0.23723918199539185,0
24890,0.9991881251335144,1
3218,0.014251932501792908,0
2937,0.9977019429206848,1
60792,0.00017190609651152045,0
63425,0.8254409432411194,1
96013,0.3135635554790497,0
68439,0.9991983771324158,1
38902,0.06185854226350784,0
74863,0.8118327856063843,1
20396,0.00038904734537936747,0
51379,0.0193190760910511,0
71824,0.003327569691464305,0
72360,0.9998233914375305,1
78093,0.9992961883544922,1
93602,0.998772919178009,1
42698,0.8150994181632996,1
9257,0.019663076847791672,0
74895,0.9986947178840637,1
54701,0.1344672441482544,0
32198,0.9993682503700256,1
60589,0.9992536902427673,1
96371,0.1629982888698578,0
59604,0.16496217250823975,0
34571,0.9951680898666382,1
60837,0.999871015548706,1
12945,0.9982854723930359,1
73964,0.010305124334990978,0
86423,0.21712306141853333,0
43186,0.993423342704773,1
49873,0.9995200634002686,1
49306,0.9972489476203918,1
40596,0.6387732028961182,1
4851,0.3295859694480896,0
86302,0.9993011951446533,1
59120,0.3281896412372589,0
52809,0.9989621639251709,1
50498,0.2565401494503021,0
6738,0.8630513548851013,1
8679,0.1514231115579605,0
8245,0.06428543478250504,0
59482,0.002811267739161849,0
70341,7.702158472966403e-05,0
24560,0.9997223019599915,1
60158,0.32655036449432373,0
21658,0.08633587509393692,0
19870,0.42543265223503113,0
10536,0.06701912730932236,0
4567,0.9978431463241577,1
74308,0.1634550392627716,0
42609,0.03575132042169571,0
67209,0.9697608947753906,1
64019,0.9451726675033569,1
28069,0.05519423633813858,0
60534,0.9994681477546692,1
38601,0.08908886462450027,0
12804,0.8236860036849976,1
27103,0.0014461694518104196,0
36047,0.02055717259645462,0
36927,0.9998859167098999,1
8612,0.009576896205544472,0
78259,0.586897075176239,1
79160,0.9991088509559631,1
49580,0.9790164232254028,1
38125,0.9994093179702759,1
31482,0.01687948778271675,0
52179,0.8460806012153625,1
72398,0.9985485672950745,1
43925,0.004300758242607117,0
60278,0.9949347376823425,1
17094,0.0008675497956573963,0
52804,0.9995923638343811,1
28164,0.0001484620152041316,0
68759,0.9995244741439819,1
18953,0.9710709452629089,1
86259,0.0030360938981175423,0
49713,0.8805386424064636,1
62038,0.0003716160135809332,0
32698,0.9785915613174438,1
32904,0.7362520098686218,1
93756,0.9683330059051514,1
69743,0.5057967305183411,1
8673,0.5820425748825073,1
3742,0.9997981190681458,1
23765,0.2576451301574707,0
69514,0.9902858138084412,1
38569,0.000236574123846367,0
67015,0.9997958540916443,1
89701,0.9994649291038513,1
36752,0.8078311085700989,1
53021,0.9996147155761719,1
32149,0.8046859502792358,1
35079,0.9530945420265198,1
41082,0.04801022633910179,0
34568,0.9686567187309265,1
34218,0.9998571872711182,1
25896,0.011155985295772552,0
51670,0.5529477000236511,1
54738,0.9898440837860107,1
57846,0.06883244961500168,0
70394,0.9044392704963684,1
51389,0.9445871114730835,1
79132,0.9991554021835327,1
48016,0.834915816783905,1
68457,0.8987166881561279,1
45367,0.041295312345027924,0
41627,0.9863077998161316,1
68510,0.9992019534111023,1
30519,0.999203622341156,1
58317,0.151336669921875,0
76019,0.07115250825881958,0
29348,0.9367465972900391,1
3485,0.002414554823189974,0
30894,0.9855234622955322,1
21654,0.8834377527236938,1
29035,0.9998047947883606,1
76598,0.928370475769043,1
60182,0.2942308187484741,0
36104,0.9973788261413574,1
51368,0.9781768321990967,1
96451,0.9363270401954651,1
30915,0.7237312197685242,1
27096,0.9996557235717773,1
82574,0.9993615746498108,1
78263,0.9839334487915039,1
67518,9.627237886888906e-05,0
61759,0.008727862499654293,0
15392,0.10033591836690903,0
91570,0.0005632084212265909,0
92864,0.3754061758518219,0
46802,0.0009558512247167528,0
86320,0.8197962045669556,1
56243,0.9922354817390442,1
34762,0.0068327151238918304,0
47026,0.05460890009999275,0
86930,0.00010071880387840793,0
17340,0.021330827847123146,0
92108,0.5898381471633911,1
23879,0.016567543148994446,0
74365,0.9902883768081665,1
63582,0.912902295589447,1
58412,0.00014255073620006442,0
79142,0.983911395072937,1
28364,0.02149149589240551,0
1762,0.02250017784535885,0
96057,0.9445620179176331,1
4687,0.6642981171607971,1
49127,0.004289140459150076,0
70653,0.06617306917905807,0
1562,0.07005779445171356,0
95203,0.8036561608314514,1
95213,0.9996465444564819,1
32809,0.9767560958862305,1
81239,0.998163640499115,1
12493,0.03190271556377411,0
91487,0.9996787309646606,1
4638,0.9931896328926086,1
15324,0.27618908882141113,0
75014,0.00012001350114587694,0
8269,0.924919068813324,1
72481,0.9412713050842285,1
91625,0.9951778650283813,1
48629,0.00012110030365874991,0
98015,0.00028815388213843107,0
98310,0.0010116595076397061,0
8697,0.900009036064148,1
69875,0.00031243645935319364,0
25641,0.005656855646520853,0
2567,0.5335255265235901,1
29637,0.9998431205749512,1
46035,0.6154255867004395,1
31672,0.0475044846534729,0
37824,0.9994786381721497,1
85796,0.9999120235443115,1
6453,0.00014661459135822952,0
54982,0.9943543672561646,1
24517,0.993184506893158,1
90451,0.018088487908244133,0
58437,0.999832034111023,1
63951,0.26074525713920593,0
54721,0.023741746321320534,0
38579,0.9464132785797119,1
20148,0.004976876080036163,0
37496,0.9994820952415466,1
97401,0.0028166172560304403,0
78023,0.9995794892311096,1
51926,0.6410943269729614,1
18654,0.12560896575450897,0
16735,0.006379691883921623,0
81439,0.017307976260781288,0
3985,0.9956883788108826,1
29716,0.010333101265132427,0
52798,0.8218867778778076,1
12630,0.0018252244917675853,0
67490,0.9518836736679077,1
35627,0.013982230797410011,0
29071,0.998524010181427,1
10746,0.00043499108869582415,0
47593,0.9996274709701538,1
71983,0.9769399166107178,1
5819,0.393067866563797,0
78169,0.9990049004554749,1
42895,0.0033251417335122824,0
12765,0.0071447608061134815,0
71543,0.00317961978726089,0
28053,0.9997268319129944,1
75492,0.9928852915763855,1
19284,9.709262667456642e-05,0
54236,0.7390209436416626,1
38097,0.99224853515625,1
75084,0.9991604089736938,1
47280,0.9984869956970215,1
61748,0.7957633137702942,1
8129,0.09195307642221451,0
96753,0.5405102968215942,1
95421,0.9315670132637024,1
54968,0.11061263829469681,0
3612,0.14125460386276245,0
9237,9.760746615938842e-05,0
89371,0.00194854149594903,0
19682,0.0014664605259895325,0
74619,0.007459273561835289,0
36792,0.0011446145363152027,0
6594,0.9879619479179382,1
42530,0.9989020824432373,1
27805,0.9567592740058899,1
30495,0.1582525223493576,0
31587,0.9998925924301147,1
53196,0.9993728995323181,1
20198,0.00048612424870952964,0
12638,0.05523918941617012,0
45913,0.07689978927373886,0
64370,0.3063022196292877,0
14896,0.9246076345443726,1
25316,0.8787289261817932,1
41738,0.13482680916786194,0
30624,0.9984934329986572,1
95876,0.9976849555969238,1
7284,0.9940730929374695,1
9174,0.07090889662504196,0
42867,0.307575523853302,0
14579,0.009129087440669537,0
20836,0.21646077930927277,0
73612,0.7437928915023804,1
95027,0.10775798559188843,0
96408,0.02442026138305664,0
62754,0.9998836517333984,1
43627,0.9492806792259216,1
67324,0.9912595152854919,1
90187,0.01667349599301815,0
7425,0.5954674482345581,1
7328,0.4587738811969757,0
60857,0.0018282337114214897,0
8769,0.0005321603384800255,0
79625,0.9989351630210876,1
65891,0.00042633526027202606,0
71250,0.27617669105529785,0
98315,0.7038124203681946,1
80634,0.0007769427611492574,0
6731,0.2923845946788788,0
6432,0.000267315044766292,0
32657,0.015871034935116768,0
83124,0.008988992311060429,0
14890,0.7257012128829956,1
84903,0.012349685654044151,0
73129,0.057793885469436646,0
20958,0.9983636736869812,1
86521,0.9996950626373291,1
40586,0.5034857988357544,1
93045,0.9990818500518799,1
83567,0.9992865920066833,1
36271,0.39107081294059753,0
60435,0.4628806412220001,0
93810,0.9913733601570129,1
86502,0.9963933825492859,1
12930,0.002528951270505786,0
75431,0.3508569896221161,0
8153,0.0005361107760109007,0
34082,0.9998142123222351,1
53067,0.9986516833305359,1
48965,0.14356981217861176,0
27961,0.2754914462566376,0
59063,0.9781925082206726,1
31427,0.39930102229118347,0
63479,0.019116979092359543,0
26093,0.061850909143686295,0
2183,0.9970287680625916,1
10965,0.9958237409591675,1
75981,0.00025096413446590304,0
82193,0.9992684721946716,1
15632,0.8104137182235718,1
78502,0.6389697194099426,1
95438,0.9985054731369019,1
49205,0.49522578716278076,0
34682,0.6962550282478333,1
78643,0.03930502012372017,0
75128,0.9823786616325378,1
4519,0.1822446882724762,0
25739,0.9993329644203186,1
61983,0.00023721062461845577,0
52193,0.0051461500115692616,0
80324,0.9992934465408325,1
38946,0.9948325157165527,1
15749,0.9999247789382935,1
65430,0.9993290901184082,1
59420,0.9992069602012634,1
26590,0.9997743964195251,1
63075,0.9711529016494751,1
31509,0.9995237588882446,1
57129,0.9479968547821045,1
79256,0.07721421867609024,0
7934,0.43817177414894104,0
59763,0.008735374547541142,0
1834,0.053941573947668076,0
